0 1 2 3 4 5 Period File_Name True_class_labels New_label Prediction
-0.08529695874889999 16.9036953307 0.203081867243 -0.995999040864 0.34785 0.0120140515591 0.8013899999999999 3023072019145 10 22 12
0.15226869716 18.1422135222 0.228782991642 -0.171738479033 0.44885325 0.0126105335141 2.702944 3029099049017 10 22 12
-0.339416320201 14.785685461 0.146450678048 -0.5905395003 0.2525 0.00990489608576 1.549933 3035067050834 10 22 12
-0.481326345396 12.1725804347 0.259339445961 -1.3015032985600001 0.36331149999999995 0.0213052152215 4.629372 3035089065097 10 22 12
-0.307412697612 12.893290291300001 0.270001437434 -0.7199584245180001 0.4403 0.0209412362038 1.7150189999999998 3047073110755 10 22 12
-0.380734751365 13.4730482877 0.272513697087 -0.779693349935 0.46165 0.020226580597599998 1.461926 3047107032638 10 22 12
0.0623047844927 14.620821033199999 0.164632704804 -1.0263386568600001 0.2702 0.0112601545721 0.78666 3023113047835 12 22 10
-0.09638364109980001 16.3688846939 0.223187042841 -1.03157559361 0.3572 0.0136348350554 1.2521440000000001 3025138036032 12 22 10
0.07117862606650001 14.984528145699999 0.0983277044014 -0.9464570680169999 0.16905 0.006561948661 0.866626 3027105048070 12 22 10
-0.16699672980900002 15.8484214058 0.150030211724 -0.728629541964 0.264925 0.00946657133118 0.7892640000000001 3031076013567 12 22 10
