0,1,2,3,4,5,Period,File_Name,True_class_labels,New_label
0.395117039199,18.6852777778,0.292008769951,-0.2573919088,0.56785,0.0156277457271,1.513904,3021080024647_2,10,10
0.0795799874881,18.6067928725,0.130546621567,-1.14473965048,0.204974166684,0.00701607324064,1.56568287852,3021080024647_3,10,10
0.0389684231824,18.6012915999,0.167059656798,-1.32307505944,0.25547683048,0.00898107832463,1.51423088374,3021080024647_4,10,10
-0.099070704025,18.6497607659,0.173337352191,-1.28832578401,0.264443279217,0.00929434722337,1.53346618736,3021080024647_5,10,10
-0.495716218879,18.6155490471,0.15419186143,-1.13694359965,0.229888734463,0.00828296071418,1.53023924059,3021080024647_6,10,10
-0.361211885905,18.5908138157,0.159852441105,-1.29452431562,0.232066400944,0.0085984638806,1.5878361497,3021080024647_7,10,10
-0.0499596518395,18.6114719687,0.166227581381,-1.53747905787,0.232820711806,0.0089314580631,1.46897420364,3021080024647_8,10,10
-0.14029798615,18.6262797966,0.19809508652,-1.41984901205,0.284525804648,0.0106352470103,1.48737572182,3021080024647_9,10,10
-0.110563279615,18.6364106234,0.195530093474,-1.38481214683,0.290283842402,0.0104918322216,1.51560138412,3021080024647_10,10,10
-0.21862050482,18.6120454029,0.133835430525,-1.4918179792,0.188336305204,0.00719079647764,1.43896226237,3021080024647_11,10,10
0.106637262047,18.6498032599,0.138651377559,-1.34239342933,0.207840729591,0.00743446864438,1.58881421476,3021080024647_12,10,10
-0.341954790462,18.6150862954,0.152901388287,-1.46899348135,0.21006788242,0.0082138425716,1.58472989051,3021080024647_13,10,10
-0.0915955469893,18.6433180078,0.16862793647,-1.4674857962,0.242758555048,0.00904495307112,1.49541137552,3021080024647_14,10,10
-0.0774066702527,18.6393997081,0.173161014947,-1.47055795262,0.246913299833,0.00929005320227,1.47664638274,3021080024647_15,10,10
0.167905777668,18.6201095169,0.193505283528,-1.53009218328,0.275409137816,0.0103922741889,1.54589544492,3021080024647_16,10,10
-0.205444077443,18.6160807564,0.130967530007,-1.43050454937,0.185389712766,0.0070351827391,1.5830130304,3021080024647_17,10,10
0.104662502365,18.6204349556,0.171372352578,-1.44266942971,0.25163317605,0.00920345593355,1.49581631638,3021080024647_18,10,10
-0.200881437131,18.6199895298,0.162533064548,-1.22917919611,0.248764365066,0.00872895574342,1.56756083641,3021080024647_19,10,10
-0.254840310719,18.6351387167,0.149849327315,-1.40759765017,0.215795933933,0.00804122414076,1.46533704133,3021080024647_20,10,10
0.208945873184,18.6593831773,0.182000960313,-1.39528432548,0.267387243214,0.00975385727299,1.5892278677,3021080024647_21,10,10
-0.215760489304,18.6300465182,0.168510702049,-1.35766000083,0.25012013661,0.00904510366546,1.49298729313,3021080024647_22,10,10
0.133538824532,18.6163879645,0.16447003093,-1.47715314508,0.237739699904,0.00883469077054,1.52863779293,3021080024647_23,10,10
